"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1642.27587636813,1839.53177614246,2036.7876759168,2616.24465388532,2937.72492829407,3315.29255096509,3285.09009625308,3466.22019250616,3647.35028875924,4690.91186378001,5026.26529154382,5397.38772108007,6665.12691780728,7234.17799195296,7873.57200068417,8924.46380490199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3376.65516100915,3761.01031711383,4145.36547321851,6942.27003141785,8132.35299450216,9618.79563503144,5471.34791063944,5462.33239712238,5453.30943730342,3884.34494689335,3514.24475394614,3123.49231786918,5992.1941804951,6424.53254343455,6903.56700733145,5068.49145761751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2848.71361015766,3225.35089251206,3601.98817486646,6602.12709027349,7943.29472820698,9668.41931477876,4811.56750340519,4776.86257985656,4742.15765630794,2889.2598951854,2460.33600462742,1984.37002114117,3492.61066614921,3574.09010966184,3655.56955317447,3513.33211822152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2127.83402076812,2417.62804153624,2707.42206230436,5150.0432566638,6293.29229250912,7795.60662058792,4048.35334882441,4099.16474994085,4150.61389145714,3675.1757165122,3675.17485981465,3675.17400311709,5547.40785976252,5883.2055663352,6219.00327290787,5479.95987404594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6920.71948787133,7656.548903002,8392.37831813267,7635.27861594625,8023.27422702447,8439.40022106993,5086.24864284762,4807.35808361758,4543.75972685134,4547.67989024299,4473.3397186331,4397.39062640423,5171.12837450074,5266.93931499298,5362.75025548522,4156.78157859625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2960.08209982046,3347.05419964091,3734.02629946136,3224.84994972291,3342.33989944582,3459.82984916874,3665.38558491336,3794.67470189603,3923.9638188787,3860.23566160483,3908.58717721926,3957.83321111182,4341.78182028163,4435.72251201991,4529.66320375818,3787.708649219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",3899.62095045039,4324.10190090079,4748.58285135118,4132.37282810665,4267.86390273126,4403.35497735588,4736.86823364797,4977.44939610783,5235.07948941231,4710.609553704,4711.73694768605,4712.86473835288,5174.52707773732,5259.11415547465,5343.70123321198,4961.72672699225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",654.016078945346,734.548195594686,815.080312244026,1575.53566366353,1877.52384900417,2265.30223505925,2863.55002390299,3559.93279841755,4470.9783258926,5794.43874965511,6569.40345681004,7344.36816396497,9715.13592832442,10476.7718566488,11238.4077849733,6867.19964991503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",3246.64608140408,3673.32096663065,4099.99585185723,7382.8221773142,9106.16693688855,11374.262384523,5211.19960349983,5211.19294707625,5211.18629065268,3994.39565374765,3852.15470454238,3714.97897405469,7449.01312606513,8181.56637497176,8986.16061151015,7319.50968880572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
