"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",628.330761937642,561.950940283007,563.249671213259,564.919560482155,561.381595031086,567.706936162179,567.64614861393,569.279244955662,567.963119689799,568.193532589562,576.019832138957,573.45032765854,576.191567016634,579.438877532068,593.698624788542,593.612759392732,598.035032359065,602.118029735969,605.737866143846,605.340431594755,608.593366223921,608.847611943531,607.635646798076,609.938967128915,607.692278393152,606.496998774336,611.401371427988,615.544990021503,619.633976890561,622.376658238189,628.227242998545,624.630682217772,628.510742931683,629.80031558648,628.814504901265,635.049884986299,642.411936875982,649.206962372674,646.527794018435,642.19247240455,650.228255057792,647.353530280595,649.439302763254,652.615096503663,660.02562859092,660.971325046161,657.688471691932,657.677715877327,662.809280858009,666.04306421072,669.369341881062,666.935533597874,666.489088226883,667.949447970878,671.993818814932,672.483287085617,675.994345999555,678.535062004023,683.931369400482,686.725764696403,692.359739719382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1040.73633765329,1179.64612120612,1172.30119941442,1163.97802289947,1164.85604290598,1159.98078443112,1150.83760137362,1135.92829776991,1153.28036960075,1148.02679411923,1153.69557132966,1154.4920154096,1142.36208178372,1149.92654720947,1137.3376006678,1128.47748735007,1133.10773576149,1130.84449839596,1120.62462595764,1129.49667196174,1118.21322407269,1122.58815770059,1118.53219491871,1105.07208504698,1061.22353429285,1061.23887488207,1058.31480471855,1063.03312799486,1049.5321259116,1032.52271558948,1040.70258858247,1043.27852497549,1045.0756516476,1047.35528192937,1041.06429380124,1030.25585429056,1020.16794208659,1011.25138559557,1004.88559728399,999.108159799319,986.183991028783,968.510379962312,948.059788670148,960.50265842525,966.78208362504,961.717557273681,953.469757537935,951.503998758531,952.68898317495,950.751876875134,935.480632860302,943.288340803465,934.379292683253,924.468207542291,913.555527978372,886.842697190459,895.812806008912,893.324127833616,887.481406908193,888.114848430288,876.894606421631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",609.951446163012,592.584191789747,596.714394623069,590.496903394323,595.661560895303,593.162718246199,593.148368613822,594.136184232081,596.751100221734,596.838491440802,597.309465242099,595.207707927825,599.974840199512,595.489295258068,590.190890186566,595.741932687611,591.992634089902,592.888200812828,595.750224021691,593.726590135404,595.5669122645,597.271220715919,600.508795531016,601.53581128202,604.868679013988,605.403649931313,610.482173919849,611.315640358558,610.287063135611,607.190610261032,612.412738331835,614.660226971316,619.271570859276,620.887651671,620.376731695243,620.941747476214,627.696208962443,630.610743033979,634.191329393424,640.593533015345,637.52802059383,637.738100038877,643.841710953209,648.486546097676,654.003625926816,654.739724800198,657.303257877475,659.369731591235,666.354244530581,670.945061316564,688.322219611504,690.053503269384,691.002974030804,702.358779346794,711.27364583508,723.248029735452,725.657951734553,734.395606096749,748.447800767441,746.244076049904,745.957355583211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",510.634168698931,511.011337561388,510.645431620985,513.837146616479,515.664771740353,514.464285119831,518.048731353178,513.953060397784,516.121675584105,514.153569726576,518.869071973478,516.171579553253,513.862232867539,516.841688009986,515.925487602217,514.556427620882,516.537210783516,512.716624792497,512.98162185714,512.783380941435,511.264584804763,512.531914629138,510.503711403202,509.657893191088,510.125181824612,509.805346865105,508.097435863392,509.548920248064,508.850768408118,509.409452112937,509.999391094698,509.377173451152,509.375522678968,509.142628028917,510.172507284278,509.955809038665,511.164021070341,511.86595437784,513.744909222423,512.835072729836,510.758628887823,510.377401389371,511.817309793281,511.826062913049,510.234307057067,508.451664092649,508.187023734344,507.492186691012,508.148034200158,507.92840193613,506.997652629159,507.539039988757,507.949515416831,509.660548409607,511.101446889779,511.20996284268,511.897614698316,522.156887252671,511.872355062717,513.015859757831,513.103947386739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1265.32678222176,1319.36459676144,1316.05599394559,1319.51799690572,1318.11627748513,1315.65763144428,1314.86927222267,1311.76178069133,1309.66094864379,1308.60092716612,1314.32187991917,1308.8412402716,1306.51970905134,1305.06854850352,1303.40750983381,1301.69000566041,1297.53623692069,1296.94112764286,1291.46872228512,1292.27553944772,1287.45823414934,1290.62611073775,1285.18889073691,1280.913298094,1276.48663965733,1273.0431082128,1272.29180647862,1271.1905119084,1266.01707911063,1265.5716715381,1264.28160980424,1262.90704714599,1264.09624507403,1267.50589673949,1273.94090433789,1268.68990135314,1271.72156234218,1267.43170537727,1261.03023279606,1255.09872682343,1251.53624439877,1252.70555174468,1248.66622969485,1245.93139408133,1237.35651736181,1229.50841051068,1225.09707647568,1192.57703543045,1195.83360739331,1195.71717874405,1183.23243847809,1162.5318100403,1170.55586933575,1149.99773078363,1164.66825906143,1154.83724807801,1146.25380557288,1145.90993790986,1128.34313223374,1123.34551055309,1122.10084605973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",427.074842119034,293.445709403531,295.378511773196,296.335272563646,297.658095347588,297.207672796752,301.562104770834,302.405782920333,304.858875886576,308.210396894492,315.926514559311,321.307023540445,327.33805487024,326.741043984649,334.276488734816,337.62875165774,346.873003960295,349.997281974617,354.323396836829,362.600550458435,368.298239678121,368.48040291089,376.564438766931,383.338799953856,388.531895133229,383.86364835046,388.771708049216,394.859232317886,404.101324259538,412.612403975214,427.00351358997,420.50844429889,422.9679665701,429.699749806531,433.711670913395,440.710701303771,445.427203190391,445.506705493708,450.668319945596,457.305397256675,460.663687998075,455.977876506018,458.77188829544,460.792120639603,461.04952757516,464.634668921698,470.296353354033,469.234879407346,481.128795205667,483.572943839643,486.181354845562,487.454525794019,491.070718528956,495.246535262676,490.040397393516,489.802679258439,494.453020610384,495.935830749366,496.454525284491,501.492983946628,512.940913722751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",472.233763937047,337.687339781632,336.586395026911,336.593137687204,336.878040009896,337.557135604056,337.719710893072,336.848948103967,337.509585313368,338.585489226743,339.934455447347,340.315137136616,339.669725439405,344.088479214976,349.299958213285,361.671869160956,367.481065518385,373.381800332396,383.892243371332,389.96563574933,405.520030763089,423.482504105431,441.613805549096,426.882944162806,433.928450744385,443.531964757738,449.081066478603,456.176402360201,467.491426418506,470.302424704191,472.64229333229,472.42317688858,482.760754033839,488.186235376214,487.911089023411,492.102331219519,484.4312931001,492.441087362627,487.849768294497,492.933746280189,489.531983511136,493.017620449784,487.208249736737,495.545252877404,487.187413713284,486.0213355384,496.095018065046,495.770566580106,501.164969358682,494.368840854965,496.711268790276,494.627983167545,493.290962693321,493.12986021923,490.850371247523,490.080698279342,486.727338951248,491.691345964029,491.810479835268,492.732132911965,492.77518726763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",673.86239461443,837.812429171888,840.079910652898,854.96224982273,853.333661701162,850.494335799157,844.61656437086,834.206515137182,827.271691844732,820.061460085647,826.742548428209,823.742323158757,812.227374818177,805.138466876998,794.262982182961,789.865507993207,782.169733473658,765.51778009249,742.45644979389,746.487362988448,739.936231152562,727.740623434205,729.406755801884,729.213309668876,725.530179766212,720.894050874174,711.240611236423,688.667347511938,684.490734193104,682.041500730824,674.002655777212,673.452547307345,661.434978309978,653.25584259701,647.849149384141,631.186435246859,633.326075224182,625.687037932965,609.930362825839,609.689516475543,589.101811340642,583.569615435474,580.498112439607,571.656220582597,575.483575548007,570.566951520586,557.037218748517,557.010463724177,548.627857643552,548.989521837412,542.526681173007,542.748669495216,541.968515317352,533.452592131535,521.862779752596,527.387816531905,522.498992471576,513.664272488996,515.242866126384,507.764651812462,505.329490176553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",20.6037892349087,17.3398819274611,17.3832218212741,17.5809311245038,17.6593869613283,18.3144117254419,18.8686005054938,18.3786567348141,18.37609567723,18.2040313228449,18.5423691229736,18.6495183427073,18.4926500437986,18.3057160352561,18.4708894162553,18.6613854044982,18.8104888578071,18.9738027849184,19.1283000594996,19.1123803266957,19.0302334322748,19.0246660274306,19.1191975588755,19.171583728115,19.9193509037676,19.9450936923437,20.3214086432925,20.3798137825092,20.6975676259091,20.4153478735345,20.573855395822,20.1150337621411,20.6747965673921,20.6660689215213,20.6278483378713,20.9068593830601,21.1024959844814,20.9879258079916,20.9383702095964,20.9808602022995,21.2272943265308,21.3126676975745,21.300332824785,21.4201107248964,21.2089558127845,20.7702942926708,21.1536229806932,20.9147469520665,20.4053823527023,20.4782421396071,20.0513537234611,19.4198301298521,19.6464975882907,19.4512751443365,19.860418421262,19.1856727199423,18.702876352817,18.0873646520206,17.9633574750862,17.3004405420588,17.1456559326275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
