"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",973.406268591179,980.388171095883,987.340627748425,994.264090636809,1001.15899998489,1008.02578459012,1014.86486224051,1021.6766401122,1028.46151514848,1035.21987442153,1041.95209547772,1048.65854666744,1031.97825584365,1035.67519336311,1039.38537471492,1043.10884734353,1046.84565886333,1050.59585705928,1054.35948988754,1058.13660547605,1061.92725212518,1065.73147830832,1069.54933267251,1073.38086403906,1115.52833746077,1119.24954315291,1122.9645620012,1126.67343490987,1130.37620231227,1134.07290417859,1137.76358002337,1141.44826891294,1145.12700947259,1148.7998398937,1152.46679794061,1156.12792095748,1182.11725828101,1185.45142391985,1188.77734818787,1192.0950946142,1195.40472590901,1198.70630397833,1201.99988993839,1205.28554412978,1208.56332613115,1211.8332947727,1215.0955081493,1218.35002363335,1312.30963641849,1321.01746213606,1329.72528785363,1338.4331135712,1347.14093928878,1355.84876500635,1364.55659072392,1373.26441644149,1381.97224215906,1390.68006787663,1399.3878935942,1408.09571931177,1378.52578676487,1384.45615477028,1390.3865227757,1396.31689078111,1402.24725878652,1408.17762679193,1414.10799479734,1420.03836280275,1425.96873080816,1431.89909881357,1437.82946681898,1443.75983482439,1434.49521517788,1438.78113699431,1443.06705881074,1447.35298062717,1451.63890244361,1455.92482426004,1460.21074607647,1464.4966678929,1468.78258970933,1473.06851152576,1477.35443334219,1481.64035515862,1519.70114704098,1524.04004136672,1528.37266593746,1532.69905654361,1537.01924861999,1541.33327725085,1545.64117717479,1549.9429827896,1554.23872815704,1558.52844700746,1562.81217274445,1567.08993844929,1612.6434063896,1616.01805325373,1619.40323312234,1622.79897887124,1626.20532347882,1629.62230002641,1633.04994169862,1636.4882817836,1639.93735367343,1643.39719086438,1646.86782695731,NA,NA,NA
"3",530.937317276405,532.476167186008,534.019477243668,535.567260376521,537.119529549169,538.676297763791,540.237578060251,541.803383516207,543.373727247222,544.94862240687,546.52808218685,548.112119817098,542.500399989596,542.499853343935,542.499306698824,542.498760054264,542.498213410255,542.497666766797,542.49712012389,542.496573481533,542.496026839727,542.495480198472,542.494933557768,542.494386917615,570.020225698801,571.210492193294,572.403244098415,573.598486603983,574.796224910653,575.996464229939,577.199209784236,578.404466806847,579.612240542,580.822536244874,582.035359181623,583.250714629395,610.898747310565,613.136081885131,615.381610396942,617.635362855193,619.897369378981,622.167660197714,624.446265651507,626.733216191595,629.028542380734,631.332274893615,633.644444517268,635.965082151477,625.532062780253,627.191422238795,628.848565822847,630.503505258582,632.156252164086,633.806818050783,635.455214324825,637.101452288459,638.745543141376,640.387497982037,642.027327808971,643.665043522056,658.446142069517,660.309977687917,662.173813306317,664.037648924717,665.901484543118,667.765320161518,669.629155779918,671.492991398319,673.356827016719,675.22066263512,677.08449825352,678.94833387192,674.613832819434,675.784205954282,676.957609207695,678.134050424708,679.313537470666,680.49607823128,681.681680612675,682.870352541447,684.062101964714,685.256936850166,686.454865186126,687.655894981595,700.657071385005,701.499694322147,702.34231725929,703.184940196432,704.027563133575,704.870186070718,705.71280900786,706.555431945003,707.398054882145,708.240677819287,709.08330075643,709.925923693572,736.089994028012,738.588639950659,741.083065071525,743.57329776173,746.059366060346,748.541297679918,751.019120011872,753.492860131803,755.962544804649,758.428200489764,760.889853345873,NA,NA,NA
"4",1278.17425665222,1271.99296376544,1265.79661189025,1259.58505321286,1253.35813736165,1247.11571134341,1240.85761947756,1234.58370332824,1228.2938016341,1221.98775023573,1215.66538200073,1209.32652674616,1233.87862727237,1230.78032723478,1227.68202719719,1224.5837271596,1221.48542712201,1218.38712708442,1215.28882704683,1212.19052700924,1209.09222697165,1205.99392693406,1202.89562689647,1199.79732685888,1161.20411750373,1159.21715142407,1157.2301853444,1155.24321926474,1153.25625318508,1151.26928710541,1149.28232102575,1147.29535494609,1145.30838886642,1143.32142278676,1141.3344567071,1139.34749062743,1112.28117312224,1107.71358062688,1103.16474499057,1098.63458918813,1094.12303651063,1089.63001056419,1085.15543526862,1080.69923485616,1076.26133387019,1071.84165716395,1067.44012989927,1063.05667754531,1054.31167473294,1053.64570266249,1052.97950244064,1052.31307376653,1051.6464163386,1050.97952985457,1050.31241401152,1049.64506850578,1048.97749303301,1048.30968728815,1047.64165096545,1046.97338375845,996.065337800913,991.689472511988,987.332831059392,982.995328989912,978.676882221351,974.377407040896,970.096820103501,965.835038430263,961.591979406821,957.367560781748,953.161700664965,948.974317526143,894.615313191937,889.433161238315,884.297094752558,879.206703891349,874.161582456153,869.161327860807,864.205541099391,859.293826714389,854.425792765137,849.601050796542,844.819215808086,840.079906223104,852.62169370275,849.884043044204,847.155182604326,844.435084158935,841.723719574476,839.021060807726,836.327079905505,833.641749004388,830.965040330413,828.296926198799,825.637379013655,822.986371267698,777.717065585559,774.764918586995,771.806193988954,768.840837030171,765.868792155484,762.890002999358,759.904412368973,756.911962226849,753.912593672989,750.906246926537,747.89286130692,NA,NA,NA
"5",578.59288517376,579.072071327115,579.551871731873,580.032287175421,580.513318446157,580.994966333485,581.477231627824,581.960115120608,582.44361760428,582.927739872304,583.412482719158,583.897846940341,583.132315786462,583.158626740931,583.1849376954,583.211248649869,583.237559604339,583.263870558808,583.290181513277,583.316492467746,583.342803422216,583.369114376685,583.395425331154,583.421736285623,598.098190702153,598.091747060117,598.085303418082,598.078859776046,598.07241613401,598.065972491975,598.059528849939,598.053085207904,598.046641565868,598.040197923833,598.033754281797,598.027310639762,596.734788056455,597.194080674248,597.653195449874,598.112132657462,598.570892570406,599.029475461361,599.487881602251,599.94611126427,600.404164717885,600.862042232838,601.319744078153,601.77727052213,621.151045673061,621.366229340784,621.58137560382,621.79648448811,622.011556019566,622.226590224064,622.441587127453,622.656546755549,622.871469134137,623.086354288971,623.301202245773,623.516013030234,671.735988447853,674.973728034728,678.227073392043,681.496099738965,684.780882657213,688.081498092806,691.398022357821,694.730532132156,698.079104465302,701.443816778126,704.82474686466,708.221972893901,729.056819857514,732.849766755856,736.662446610233,740.494962082129,744.347416367127,748.21991319769,752.112556845953,756.025452126529,759.958704399338,763.912419572433,767.886704104863,771.881665009531,786.110037798203,788.877116704355,791.644195610507,794.411274516659,797.178353422811,799.945432328963,802.712511235115,805.479590141267,808.246669047419,811.013747953571,813.780826859723,816.547905765875,930.178020469685,937.011796905027,943.919122597902,950.900789130144,957.957596603072,965.090353729182,972.299877924825,979.586995403885,986.952541272462,994.397359624574,1001.92230363889,NA,NA,NA
"6",511.916590630421,512.275205149488,512.634070889898,512.99318802764,513.352556738825,513.71217719969,514.072049586593,514.432174076017,514.792550844568,515.153180068976,515.514061926094,515.8751965929,510.452805502527,510.577088254679,510.701354383321,510.825603896942,510.949836804026,511.074053113046,511.19825283247,511.322435970757,511.446602536359,511.570752537721,511.69488598328,511.819002881466,521.72384501585,522.498643378466,523.273441741082,524.048240103698,524.823038466314,525.59783682893,526.372635191546,527.147433554162,527.922231916779,528.697030279395,529.471828642011,530.246627004627,505.855705436789,505.22068796049,504.586926065916,503.954417270478,503.3231590965,502.693149071204,502.064384726701,501.436863599981,500.810583232904,500.185541172193,499.561734969417,498.93916218099,512.752271354656,513.038385266789,513.324499178922,513.610613091055,513.896727003187,514.182840915321,514.468954827453,514.755068739586,515.041182651719,515.327296563852,515.613410475985,515.899524388118,508.67229111624,508.502392757527,508.332494398813,508.162596040099,507.992697681385,507.822799322671,507.652900963958,507.483002605244,507.31310424653,507.143205887816,506.973307529103,506.803409170389,521.623167686918,523.163528516491,524.710645031289,526.264546860265,527.825263762324,529.392825626882,530.967262474446,532.548604457186,534.136881859511,535.732125098654,537.334364725248,538.943631423918,514.039026739222,513.948450332639,513.857873926055,513.767297519471,513.676721112887,513.586144706304,513.49556829972,513.404991893136,513.314415486552,513.223839079968,513.133262673385,513.042686266801,533.867421412368,534.571396998596,535.275372584824,535.979348171052,536.68332375728,537.387299343508,538.091274929736,538.795250515964,539.499226102192,540.20320168842,540.907177274648,NA,NA,NA
"7",1331.71641414426,1333.57610314638,1335.4357921485,1337.29548115061,1339.15517015273,1341.01485915484,1342.87454815696,1344.73423715907,1346.59392616119,1348.45361516331,1350.31330416542,1352.17299316754,1320.03233911918,1320.17472968562,1320.31714875705,1320.45959633918,1320.60207243772,1320.74457705837,1320.88711020685,1321.02967188886,1321.17226211013,1321.31488087635,1321.45752819325,1321.60020406655,1306.53284415412,1305.62386903088,1304.71592814335,1303.80902031475,1302.90314436967,1301.99829913402,1301.09448343507,1300.1916961014,1299.28993596294,1298.38920185093,1297.48949259795,1296.59080703793,1272.56054387926,1270.28576794738,1268.01505830969,1265.74840769745,1263.48580885491,1261.22725453931,1258.9727375208,1256.7222505825,1254.4757865204,1252.23333814336,1249.99489827313,1247.76045974427,1268.48678967869,1268.59019770952,1268.69360574034,1268.79701377117,1268.900421802,1269.00382983282,1269.10723786365,1269.21064589447,1269.3140539253,1269.41746195613,1269.52086998695,1269.62427801778,1203.38302728006,1197.58120841503,1191.82210687417,1186.10540814062,1180.43080001325,1174.79797258956,1169.20661824881,1163.65643163519,1158.14710964114,1152.6783513908,1147.2498582236,1141.86133367792,1147.82008572805,1144.99191754687,1142.16374936568,1139.3355811845,1136.50741300332,1133.67924482213,1130.85107664095,1128.02290845976,1125.19474027858,1122.3665720974,1119.53840391621,1116.71023573503,1085.79477715254,1082.324828144,1078.85487913547,1075.38493012693,1071.91498111839,1068.44503210985,1064.97508310132,1061.50513409278,1058.03518508424,1054.56523607571,1051.09528706717,1047.62533805863,899.741047384379,888.968313030789,878.195578677199,867.422844323608,856.650109970018,845.877375616427,835.104641262837,824.331906909247,813.559172555656,802.786438202066,792.013703848475,NA,NA,NA
"8",272.471344907773,272.5254329548,272.579521001828,272.633609048855,272.687697095882,272.741785142909,272.795873189937,272.849961236964,272.904049283991,272.958137331018,273.012225378046,273.066313425073,287.776098852896,288.569253463933,289.361319514122,290.152302954845,290.942209680776,291.731045530653,292.518816288027,293.305527682007,294.091185387992,294.875795028383,295.659362173289,296.441892341219,310.462496452113,311.593840878542,312.732021952413,313.877080987183,315.029059545961,316.187999443023,317.353942745324,318.526931774026,319.707009106039,320.89421757556,322.088600275631,323.290200559702,365.82411524824,369.066170227278,372.350635160146,375.678064819724,379.049021235988,382.464073790935,385.923799314759,389.428782183286,392.979614416671,396.576895779403,400.221233881609,403.913244281678,419.297189933579,422.407056225135,425.505516107328,428.592735105008,431.668874584686,434.73409190218,437.788540543521,440.832370259495,443.865727194159,446.888754007676,449.901589993758,452.904371192019,454.894037604708,456.356857929506,457.817336971044,459.275489645171,460.731330702229,462.184874729672,463.636136154618,465.085129246359,466.531868118813,467.976366732931,469.418638899054,470.858698279224,492.613250898127,494.298513750388,495.980902915211,497.660437874371,499.337137879717,501.011021957021,502.682108909759,504.350417322802,506.015965566023,507.678771797839,509.338853968665,510.996229824308,525.748688544778,527.327922509333,528.904794609105,530.479318908458,532.05150932585,533.621379635981,535.188943471907,536.754214327114,538.317205557545,539.8779303836,541.436401892088,542.992633038149,527.931901067253,528.170381817599,528.408862567945,528.647343318291,528.885824068637,529.124304818983,529.362785569329,529.601266319675,529.839747070021,530.078227820367,530.316708570714,NA,NA,NA
"9",331.744809974855,331.754265405098,331.76372110484,331.773177074091,331.782633312856,331.792089821145,331.801546598963,331.81100364632,331.820460963223,331.82991854968,331.839376405698,331.848834531284,337.171724385628,337.523283583505,337.874657349016,338.22584607021,338.576850133718,338.927669924759,339.278305827153,339.628758223321,339.979027494297,340.329114019736,340.679018177915,341.028740345747,337.943193980358,337.943735298129,337.944276069085,337.944816294331,337.945355974967,337.945895112091,337.946433706799,337.94697176018,337.947509273324,337.948046247314,337.948582683232,337.949118582156,405.386271296094,409.092319665178,412.832248793149,416.606368418496,420.414991111343,424.258432299337,428.137010293766,432.05104631593,436.000864523736,439.98679203855,444.009158972288,448.068298454753,478.27950217521,481.59109138826,484.891331916653,488.180377734033,491.458379195031,494.725483155575,497.981833088042,501.227569191543,504.46282849757,507.68774497126,510.902449608485,514.107070528985,484.469459446312,484.615051286672,484.760643127031,484.90623496739,485.05182680775,485.197418648109,485.343010488468,485.488602328827,485.634194169187,485.779786009546,485.925377849905,486.070969690265,487.450183566321,487.29180409029,487.133353204593,486.974830821547,486.816236853294,486.657571211801,486.498833808855,486.340024556069,486.181143364876,486.022190146531,485.86316481211,485.704067272512,489.277053699436,489.234437218344,489.191818796355,489.149198433123,489.106576128301,489.063951881543,489.021325692505,488.978697560838,488.936067486197,488.893435468234,488.850801506605,488.80816560096,491.506361304314,491.817151581034,492.127941857754,492.438732134474,492.749522411195,493.060312687915,493.371102964635,493.681893241355,493.992683518075,494.303473794795,494.614264071516,NA,NA,NA
"10",883.904561314475,884.213016657145,884.521471999817,884.829927342488,885.138382685159,885.44683802783,885.755293370501,886.063748713172,886.372204055843,886.680659398514,886.989114741186,887.297570083857,856.790843535933,854.118874030743,851.455237272209,848.799907274006,846.152858130852,843.514064018248,840.883499192234,838.261137989135,835.646954825307,833.040924196895,830.443020679574,827.853218928313,820.632615738367,818.091411922044,815.558077299211,813.032587501806,810.514918237228,808.005045288105,805.502944512051,803.008591841446,800.521963283196,798.043034918504,795.571782902644,793.108183464725,738.075747422449,732.820450414575,727.546237495326,722.252833373445,716.939955669038,711.60731464991,706.254612955,700.881545304139,695.48779819329,690.073049574361,684.636968518617,679.179214862652,663.423346132796,659.692523952858,655.941108929242,652.168752716673,648.375097016364,644.55977317288,640.722401749743,636.862592082408,632.979941807108,629.074036363957,625.144448472568,621.190737578313,581.331525272039,578.702186918712,576.099515275475,573.523239888958,570.973093048719,568.448809759435,565.950127713362,563.476787263074,561.028531394488,558.605105700153,556.206258352815,553.831740079247,526.48170158606,523.141622046317,519.790844443618,516.429230393016,513.05663834621,509.672923487231,506.277937623594,502.871529072696,499.453542543193,496.023819011086,492.58219559021,489.128505396824,479.456927950473,477.241347434354,475.020535910787,472.794443989748,470.563021460186,468.326217270388,466.083979507738,463.836255377837,461.582991182956,459.3241322998,457.059623156562,454.789407209224,473.108791081393,471.46712293921,469.822529240086,468.174989242465,466.524481946476,464.87098608931,463.214480140501,461.554942297084,459.892350478648,458.226682322265,456.557915177306,NA,NA,NA
