"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",5868.99678394786,5954.0125471083,6040.25981204867,6127.75641777406,6216.52046169775,6306.57030338437,6397.92456834728,6490.60215190103,6584.62222306956,6680.00422855108,6776.76789674025,6874.93324180883,6974.52056784521,7075.55047305411,7178.04385401696,7282.02191001411,7387.50614740953,7494.51838409917,6163.42938746789,6163.43005541024,6163.43072509534,6163.43139652776,6163.43206971205,6163.43274465277,6163.43342135452,6163.43409982188,6163.43478005946,6163.43546207189,6163.43614586378,6163.4368314398,6163.43751880458,6163.4382079628,6163.43889891914,6163.43959167828,6163.44028624494,6163.44098262383,6220.05076993113,6220.05276236068,6220.05473934731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4553.90162577957,4578.23362571353,4602.69563421363,4627.28834593005,4652.01245922449,4676.86867619014,4701.85770267151,4726.98024828453,4752.23702643669,4777.62875434728,4803.15615306779,4828.81994750234,4854.62086642834,4880.55964251709,4906.63701235466,4932.85371646278,4959.21049931986,4985.70810938214,4493.85475277623,4508.16466841994,4522.54864501885,4537.00706587535,4551.54031627564,4566.14878349994,4580.83285683287,4595.59292757376,4610.42938904713,4625.34263661314,4640.33306767816,4655.4010817053,4670.54708022511,4685.77146684627,4701.07464726632,4716.45702928249,4731.91902280257,4747.46103985583,4511.55336629292,4513.14646903954,4514.7392900984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",5616.4334890566,5634.49532994007,5652.64422444461,5670.88059214722,5689.20485464714,5707.61743557565,5726.11876060578,5744.70925746225,5763.38935593127,5782.15948787053,5801.02008721916,5819.97159000778,5839.01443436857,5858.14906054538,5877.37591090395,5896.6954299421,5916.10806430002,5935.61426277061,5875.20439306726,5895.54651117849,5915.9936675534,5936.54640456603,5957.20526739102,5977.97080401806,5998.84356526643,6019.82410479963,6040.91297914002,6062.11074768364,6083.417972715,6104.83521942202,6126.36305591101,6148.00205322177,6169.75278534268,6191.61582922597,6213.59176480301,6235.68117499972,5858.73206173078,5860.33677632083,5861.94268806847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4882.35827221493,4904.44316334477,4926.62795341463,4948.91309430804,4971.29903995255,4993.78624632904,5016.37517148095,5039.06627552365,5061.86002065381,5084.75687115879,5107.7572934261,5130.86175595294,5154.07072935568,5177.3846863795,5200.80410190799,5224.32945297285,5247.96121876357,5271.69988063719,4708.81830891366,4706.74609628432,4704.67342736365,4702.60030174949,4700.5267190391,4698.45267882906,4696.37818071538,4694.30322429343,4692.22780915792,4690.15193490299,4688.0756011221,4685.99880740811,4683.92155335325,4681.84383854909,4679.76566258659,4677.68702505606,4675.60792554718,4673.52836364899,5014.6090428666,5030.35948587398,5046.18503933246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",3747.22226637633,3749.63129889484,3752.04271459555,3754.45651583607,3756.87270497635,3759.29128437865,3761.71225640759,3764.13562343013,3766.56138781556,3768.98955193551,3771.42011816397,3773.85308887727,3776.2884664541,3778.72625327549,3781.16645172484,3783.60906418788,3786.05409305275,3788.50154070989,3751.60116306185,3750.76720020564,3749.93323734942,3749.0992744932,3748.26531163698,3747.43134878076,3746.59738592454,3745.76342306832,3744.92946021211,3744.09549735589,3743.26153449967,3742.42757164345,3741.59360878723,3740.75964593101,3739.92568307479,3739.09172021858,3738.25775736236,3737.42379450614,3852.82555369654,3863.86622159261,3874.95411737945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",3865.41843036247,3854.48542706909,3843.58334683441,3832.71210219522,3821.87160593569,3811.06177108667,3800.28251092501,3789.53373897284,3778.81536899687,3768.12731500773,3757.46949125927,3746.84181224786,3736.24419271169,3725.67654763013,3715.13879222302,3704.63084194999,3694.15261250977,3683.70401983955,3933.58393886438,3942.18317455497,3950.8161198072,3959.48290676473,3968.18366808923,3976.91853696244,3985.68764708815,3994.4911326943,4003.32912853499,4012.20176989259,4021.10919257978,4030.0515329416,4039.02892785763,4048.04151474397,4057.08943155545,4066.17281678765,4075.29180947908,4084.4465492133,3797.92022746652,3796.92769460511,3795.9351617437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",5466.41888896014,5420.97945828871,5376.13188056193,5331.86844683843,5288.18154858649,5245.06367637628,5202.507418589,5160.50546014292,5119.05058123591,5078.1356561045,5037.75365179893,4997.89762697432,4958.56073069746,4919.73620126919,4881.41736506216,4843.59763537363,4806.2705112933,4769.42957658586,5787.13436239096,5763.24754694002,5739.26122654097,5715.17414759303,5690.98502995161,5666.69256613478,5642.29542049888,5617.79222838201,5593.18159521364,5568.46209558884,5543.63227230528,5518.6906353613,5493.63566091296,5468.46579018803,5443.17942835485,5417.77494334358,5392.25066461746,5366.60488189144,4894.41039790964,4848.04930092562,4801.68820394159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",6132.85574543212,6011.39696958608,5893.88344083181,5780.18700890181,5670.18368612998,5563.75351224119,5460.78042353285,5361.15212630562,5264.75997440553,5171.49885074366,5081.2670526644,4993.96618103716,4909.50103295067,4827.77949789273,4748.71245730238,4672.2136873847,4598.19976508251,4526.58997710228,5464.61568171546,5387.43868983057,5309.7035343331,5231.39372919696,5152.49191705157,5072.97980186621,4992.83807471291,4912.04633171096,4830.58298311419,4748.42515233416,4665.54856349199,4581.92741585172,4497.53424319923,4412.33975588192,4326.31266280039,4239.41947012574,4151.62425288018,4062.88839473299,5320.50082111506,5243.18134453004,5167.67179456923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",4799.97501087361,4799.97477939698,4799.97454819628,4799.97431727116,4799.9740866213,4799.97385624637,4799.97362614604,4799.97339631999,4799.97316676789,4799.97293748941,4799.97270848422,4799.97247975201,4799.97225129244,4799.97202310519,4799.97179518993,4799.97156754635,4799.97134017411,4799.9711130729,4334.22644435109,4334.39582909558,4334.56521384007,4334.73459858457,4334.90398332906,4335.07336807355,4335.24275281805,4335.41213756254,4335.58152230703,4335.75090705152,4335.92029179602,4336.08967654051,4336.259061285,4336.42844602949,4336.59783077399,4336.76721551848,4336.93660026297,4337.10598500746,4107.5994173626,4101.64439142309,4095.70982057528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
