"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",5539.02483954839,5606.35836165679,5674.51040387132,5743.49091629029,5813.30996996742,5883.97775838227,5955.50459892839,6027.9009344197,5648.01935122197,5690.24707616063,5731.85952361266,5772.87864385327,5813.32516019581,5853.2186613703,5892.57768522718,5931.41979473598,5680.8832273833,5691.2076930756,5701.56058378733,5711.94197777743,5722.35195352029,5732.79058970637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2619.27869718258,2658.1097956165,2696.94089405042,2735.77199248433,2774.60309091825,2813.43418935216,2852.26528778608,2891.09638622,3067.82577091186,3095.8512599048,3123.87674889773,3151.90223789066,3179.9277268836,3207.95321587653,3235.97870486946,3264.0041938624,4007.42857124172,4063.95388342011,4121.73337078652,4180.7948607928,4241.16679832211,4302.87825938847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",3080.95330720565,3117.95872426522,3154.51838607114,3190.64788886743,3226.3619415881,3261.67443491391,3296.59850357157,3331.14658266629,3970.31432244476,4064.89573648862,4161.73028294367,4260.87163626292,4362.37474954009,4466.29588496966,4572.69264503237,4681.62400442378,5530.41919487125,5659.68430995757,5793.45712773612,5931.89483975503,6075.16011910915,6223.42131159122,6376.85263350888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",4739.56982062565,4810.62302354855,4884.68652228854,4961.88785340322,5042.35995676416,5126.24140447801,5213.67663950612,5304.81622439384,4896.70779714874,4953.41312273648,5010.11844832422,5066.82377391195,5123.52909949969,5180.23442508742,5236.93975067516,5293.64507626289,4435.12563450457,4442.03629933464,4448.94159010934,4455.84152350215,4462.7361160963,4469.62538438533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1897.65372640418,1934.4940377985,1972.04955267001,2010.33415570086,2049.362001125,2089.1475179612,2129.70541534757,2171.05068797971,3016.64244497335,3128.10890754443,3245.80113641022,3370.06686096899,3501.27323244254,3639.80790864858,3786.08019936107,3940.52227564281,4907.04448222932,5094.60986285263,5293.15021697619,5503.30772090635,5725.76212647605,5961.23295969367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7500.67131589202,7481.34961047653,7462.00288898856,7442.63102145461,7423.23387671492,7403.81132240794,7384.36322495451,7364.88944954184,7995.11077576895,7992.41638280846,7989.72289787208,7987.03032065382,7984.33865084776,7981.6478881481,7978.95803224915,7976.2690828453,8320.66770383546,8344.14763985147,8367.74211200216,8391.45167899971,8415.27690228171,8439.21834602449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",7987.87814344566,8090.72903369518,8193.5799239447,8296.43081419423,8399.28170444374,8502.13259469327,8604.98348494279,8707.83437519231,9880.35489777048,10016.5470603638,10155.5716612328,10297.4876076335,10442.3550319376,10590.2353171119,10741.1911227271,10895.286411508,8620.07475879416,8653.29955581506,8686.52435283595,8719.74914985685,8752.97394687774,8786.19874389864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",5826.29491390276,5915.46267984814,6004.63044579353,6093.79821173892,6182.9659776843,6272.13374362969,6361.30150957507,6450.46927552046,3462.04346387004,3436.99774720616,3411.34110278645,3385.03803076564,3358.04968981304,3330.3334537198,3301.84239081659,3272.52464932526,2835.67128630639,2803.36144996686,2772.50100865112,2743.02494358553,2714.8711526899,2687.98031973674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",4585.40290583619,4587.82755471639,4590.23764957419,4592.63337159497,4595.01489855552,4597.38240490959,4599.7360618707,4602.07603749248,5767.77159310438,5926.67164767483,6092.81601878675,6266.53497770592,6448.17385289616,6638.09371648299,6836.67210201343,7044.30375493868,6194.04881776556,6294.19749901159,6393.53226422502,6492.07858213822,6589.86056139969,6686.90105193961,6783.22173673227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
