ts1,12,monthly,855.144865868,847.2920615068,824.7316604061,866.645406003,928.333300036,927.6492803598,901.072254822,940.8434200252,954.7401758234,960.6534290832,982.3750132961,899.6649221324,993.9540181887,1009.3859579298,982.5870224053,928.3856106187,970.4632007239,945.7120824004,1101.388195193,1036.4437615169,958.8880690829,1018.3872736879,1033.0358330995,1056.0311228048,1028.7294259948,1071.8850501872,1068.1156990527,1036.9075131888,1086.4534453962,1085.1133104623,1119.3571381443,1123.7421504212,1077.8126906532,1127.4799578068,1176.464725625,1019.8162425726,1122.4321403455,1106.1437539294,1137.0187034462,1098.788319657,1138.2531078755,1175.6011575825,1138.2095633815,1203.3689298355,1186.000106521,1221.8324780784,1185.2561627684,1198.4602061079,1124.843862246,1176.3592972817,1203.8152890618,1270.6649217885,1213.8477211195,1276.1297470523,1291.0450107544,1281.3454184862,1288.1536878625,1306.7916532282,1323.0546545538,1300.7440214818,1294.2684951299,1278.7460893628,1267.8087973396,1313.7328095129,1353.0506811535,1352.4359616382,1370.4837197411,1311.1353095457,1329.4156081503,1285.0196036247,1433.7803227372,1457.5479556959,1333.9027991466,1364.5617354846,1373.646796793,1415.9512758885,1393.5914584255,1376.0908788861,1464.8846943844,1410.0137418661,1450.5886415572,1376.8431209641,1459.9175901425,1409.3929845953,1429.0783174149,1489.34175229,1499.3963461908,1530.4928662473,1464.5566587883,1455.0507448802,1352.1611853917,1434.4975768119,1540.6187213958,1529.900690579,1520.1356016711,1537.2119585667,1554.213333583,1562.2605193463,1562.599241648,1655.3638453845,1522.9887874756,1626.0282433518,1524.9635718672,1611.9430445383,1600.2298640262,1665.0009284886,1554.9668583837,1592.1673377491,1657.0153375585,1624.5372867048,1585.2229874753,1674.1952841102,1674.9550858404,1695.7598431891,1655.8230532861,1672.3271411566,1650.6057347519,1738.6562138054,1710.3780298543,1683.4180215361
ts2,12,monthly,496.9996290219,491.2662019068,514.4970827573,505.8187186179,523.5689940813,525.3298416848,529.64217042,528.6090203686,531.2977174792,518.131912671,505.879569559,524.9134851244,532.9990642778,526.0701925394,552.6556608891,541.2268968146,551.0838134743,562.1757833977,538.7952247472,555.1607474079,551.9545940928,534.3858234627,532.8771525832,563.8414979909,509.3497522652,575.6272291213,547.2038800267,563.4232167153,570.9759900369,569.6593137291,567.0041831587,572.2053438758,565.9523510345,571.5167710419,560.8502626349,572.7114573219,550.7712325625,583.4653566676,592.1740512374,583.0237252706,600.1466838607,602.2771213268,605.8772551477,586.2156310392,607.0690891814,607.6487902883,611.6306699713,597.3162734375,611.898753044,601.2197242527,592.4069865962,613.0309535231,592.1312637435,599.9985429716,623.075325944,619.0643827229,622.639680573,622.5706033897,633.2016971773,614.8737353287,631.7350366515,628.3939907521,622.7506382319,642.6127017413,652.7439694664,653.2370776384,642.8339499171,628.7882892767,668.2428131858,633.9614009032,650.3809406054,657.1057286084,677.4278339764,656.2345188087,640.4926112009,649.6616076881,675.1936763503,672.1274294775,672.5695700029,649.7648624534,659.2416099089,667.1349465727,687.9525790587,671.3659221389,685.6878688629,684.3208378086,698.955610473,691.1938825872,702.0665623103,685.6411011645,683.2861732523,703.2657691225,685.4006439509,700.5454379857,703.088602412,713.820002978,694.6708397071,700.604070454,708.9213926514,721.3552771046,691.8601725689,716.5677228619,725.964129466,700.4858495972,733.5105565244,724.6577128665,729.6661640323,738.6398804537,751.4518212758,712.2416514652,720.5585890042,743.7228383451,726.8907616463,739.5485097088,744.3331201244,740.7403831706,752.1611765588,756.4185711381,758.6554388299,768.5120307235
ts3,12,monthly,1333.5480214723,1370.0892372186,1415.0767383965,1281.4169120581,1358.0597523509,1384.9647125598,1276.7522889851,1321.8575717802,1334.1743037186,1305.3520866093,1246.7066436613,1284.2406426794,1247.7314705698,1287.2427613677,1233.6694320492,1318.3598457958,1312.2561048116,1249.5912503982,1257.7555300906,1256.9844851683,1248.1020085943,1240.0722657211,1226.5949973446,1203.4714845729,1240.5571628487,1176.9336746021,1239.3153375608,1173.0787418406,1166.2848645023,1145.508062249,1173.8137026313,1151.0294260204,1182.5184484116,1168.0323415644,1132.4825405061,1110.8417674162,1224.5981651024,1143.227296682,1187.1477915278,1165.1990300885,1119.556489459,1188.4559383443,1109.8831054189,1109.1177540096,1164.4689045483,1133.4723050396,1090.1759938036,1168.3682154744,1068.4729074591,1093.1617445333,1093.2776380847,1017.4413651575,1009.5563410907,1066.6576633348,1061.7048488718,1087.8177564974,1016.9249521698,1001.1118150704,1077.2178610332,1072.248463063,1067.7969261648,1076.3530150583,1028.3165312937,1000.8074652569,996.4212220062,1003.2629369506,993.8310684192,1000.8769675755,953.4989712537,937.675592034,933.5494107822,992.5474009365,1000.4617310204,957.7621108174,941.3191461262,954.0408026704,975.156269467,952.5493498666,897.0461237734,982.6987356422,919.9451057727,902.653794687,893.1959940506,842.0782547122,917.2928745262,903.1344983375,885.6667199245,905.7195130006,863.7783763788,890.0514183817,799.9747503197,808.6809640674,881.92312363,853.3992342523,844.7093841679,937.0251427255,824.4828038608,809.9056955306,820.2058001971,786.3841574424,831.6539705348,821.6388922073,806.6798138835,776.258484419,800.7731222336,793.9910493231,737.5493651208,758.5038159557,797.1250644092,790.5841882354,792.8980456673,732.6901506547,773.3462721192,782.9517323723,749.6587178525,784.5760041268,786.6508207931,672.3213328813,637.2523078276,725.8533449659
ts4,12,monthly,601.1672798276,541.7503835447,601.2258946687,561.2884867877,543.0689621315,560.1923294395,585.6707828124,563.6294113123,624.8895905614,550.7277638454,594.5067078445,565.7866409943,584.4935722914,605.8357533862,569.6481189738,585.4274398597,566.0289544278,555.912008846,579.8264690625,572.6825845048,575.0656315586,603.5122195105,572.2417827341,579.7823901559,638.9865196449,578.5676898983,604.3134957264,569.2436992881,603.0317429831,635.8540600821,610.189660592,555.0749692669,607.103639463,566.8890843941,599.9274479944,606.5948709151,599.9553025553,599.6288432754,581.0103759446,580.7289409891,633.4851605802,560.9156891721,551.1949904062,617.936187689,564.5611229197,598.6436849419,616.5957711187,584.0399160027,614.7129981067,609.6864050376,638.7369666312,590.1000864796,651.1940192583,632.6525697775,610.7095678761,625.6091652493,584.3429396061,588.1929855956,639.8319346278,626.940933035,633.8215552897,636.3413330876,600.4993901369,625.2055213691,674.6378190296,635.1750720015,652.3556557567,685.178347007,586.5592503267,635.7960296708,675.3501599729,686.3778161314,702.6615344897,640.5521575012,678.1348519009,671.5792118179,710.1363200639,704.2506196523,702.9934783132,688.0329620122,683.8864324167,737.7233804729,730.8060506793,750.5124499171,720.1981273895,753.523235981,778.2136360661,724.6658825268,732.6674566641,748.3744040653,814.2161849279,802.2280732452,787.5538281458,757.111875817,776.9127069121,760.1675962761,813.9763938932,855.7032690286,881.6245560373,852.1733140349,859.7872357833,886.9692267479,844.3936008454,859.7410087535,894.1692903916,931.1489123103,901.8027490671,982.9557799573,938.0887729052,984.0228990103,1019.8509133161,993.5539666927,1000.5444949087,981.0146938488,989.5646119087,1044.5111853318,1095.8740660793,1117.3225640586,1106.1086271633,1066.7707278679
ts5,12,monthly,507.7661513781,498.9150977756,513.5716574849,507.1901125592,510.0924964622,506.4534910035,514.1850683335,510.4176578733,514.0886325103,492.9399732132,516.1716410581,517.6726247879,511.9172874421,519.6436760583,510.7616519795,508.5837427539,498.1820010405,513.9201365526,482.5251289248,517.580712679,491.3243887744,514.1412961252,524.62830854,522.397733904,505.119005198,500.6330740512,501.128633947,526.179059354,498.359673199,528.7918148439,531.2278255573,537.9149777002,519.1400722203,513.6230935327,530.3712599439,501.0035917242,518.4171576802,509.5890818103,530.9750670046,512.4544433939,483.126388321,530.9468799716,502.8657803695,507.8783435789,519.1759913724,500.6917381686,506.6842656343,514.5483693218,497.1628294442,525.0400363153,502.8034837698,504.1597478579,513.5859776107,506.7407990748,501.5940620196,528.745130431,511.2057045052,514.7429982486,521.1618226824,506.3559716542,506.6965988684,500.7588821002,518.7696503705,508.4254508206,518.9593875027,518.9172035258,526.8213689621,503.3699895715,484.1840513281,509.4716525321,529.9669727209,504.2159617911,497.6657184643,493.1887733166,503.6351644626,505.5637043581,517.4383899726,505.4819860122,505.2697609594,509.3733050137,515.7954317829,529.1663155924,527.5727641719,511.2897884955,522.5115642135,537.022881922,492.4552934875,509.8796736955,512.1658368259,514.2506994463,512.5825073912,521.3326934879,509.9202048533,510.727761661,510.9718399257,513.9942371251,524.2465944447,525.11596307,531.0634615292,537.0496000008,518.4779091772,533.7045372535,505.4161785062,529.7807439613,529.2861412367,532.8159427612,527.535572541,522.8133439905,560.3329723833,564.2493815156,577.0763507664,566.6411734751,604.3291176731,580.958678835,637.3886177486,635.7138824647,634.5837601157,691.6423231266,710.0450349265,739.1019743024
ts6,12,monthly,1297.4421975384,1336.3002236815,1278.9093639864,1296.7030917763,1307.2591513428,1307.6828322714,1334.9648973408,1312.1228326993,1389.2149937804,1326.7775166699,1299.6983898217,1307.6188231241,1350.7694604149,1302.9511479566,1289.8058033486,1297.040590556,1333.042569152,1331.081672913,1303.9697265028,1385.3588208726,1298.0135073171,1315.8249023294,1280.6930256314,1316.0373381643,1347.3922312288,1266.774152107,1312.5371220895,1356.532014352,1298.6844697065,1335.4887358366,1266.4421393095,1368.7668487731,1310.8858501665,1307.5216321681,1315.1416116829,1289.7840055575,1294.9799654521,1306.6352478731,1349.2926102873,1254.6956619116,1293.6923042345,1300.7870011043,1281.5727045622,1300.7842655346,1264.4589201252,1314.4243209049,1226.7627932132,1297.0462662497,1259.8746295025,1324.6578559604,1210.7157490167,1287.9571989035,1261.3455959659,1254.4845988868,1267.7342132742,1294.0482983681,1240.0365000787,1256.8283673473,1270.1415267797,1255.4407325539,1299.7622147554,1289.1109447783,1336.3385769217,1228.971215068,1290.6518469182,1240.4144381027,1208.2638587346,1204.6664698277,1215.5365654812,1277.0346564047,1218.0720433865,1225.5675990814,1159.046720516,1196.6693319151,1187.394178849,1174.4123836102,1209.4420776808,1205.6331271723,1149.3008683146,1136.0053109749,1195.4687080337,1102.9359399501,1212.3276459915,1124.9743844221,1125.4684303173,1162.1489823385,1070.9908521325,1127.4473243882,1133.4775018112,1108.6053940962,1153.1221284182,1101.573012145,1142.3289714819,1112.4764260045,1080.8033256515,1076.7829974023,1037.1634551899,1052.7259457051,1106.9139657318,978.0563167692,1007.6567843489,979.9995857484,1028.9942317208,937.8954208907,952.296500765,952.349756312,875.6237167252,902.9423372451,864.3342941801,864.3826547157,809.7113567971,804.5119990276,789.644974361,857.3174672984,740.22313694,751.4088092564,697.6284253004,698.795026918,699.2802528293,668.4410770424
ts7,12,monthly,269.9193208585,278.9164211871,283.8528669682,264.0589784684,260.5745724487,258.8325218391,274.4787065454,288.3592652762,282.8595333772,258.5369998193,267.9145269436,290.9661562442,272.3368914646,293.4307006394,258.9325544002,274.194503303,294.1445541828,281.4044897718,271.74803109,262.3735472491,287.1388471455,284.745202119,310.7406911441,288.2217759078,278.736862066,302.3542072052,301.9496394688,298.3577244646,297.2695554297,315.2375678802,304.0126390599,293.3078129832,292.8450256407,293.0676241375,338.0676139147,303.1014655659,317.8562148688,322.9734299631,333.8680556063,331.8004826164,338.3891457758,318.8573080181,355.3462587438,337.5423990968,366.0005073188,351.057908871,356.7848366878,374.5091421758,374.0340052055,361.137553352,387.8220580473,389.1320723112,390.2556040687,361.668578487,392.6192042599,400.6239481076,417.175228698,421.5450381839,441.9683300994,395.7763000193,422.8576459824,431.1932478279,433.1965326127,446.9892799613,441.9425889569,434.7721891247,451.8988200676,461.8051997452,456.5805338303,431.8683676364,455.0426315134,457.0001073926,452.3231404658,464.3403970469,473.0962484561,462.226817207,500.8348679555,480.6282234506,483.999865398,483.5955088946,491.4988968089,496.6898209205,470.7824575146,481.6097918153,502.5344041418,494.0321220435,490.4271338751,511.2859139607,527.5413008508,516.0867663307,510.1737260119,533.1557495912,531.7072568736,488.8881639587,508.697042541,533.4948350813,537.0683304673,516.4508753388,510.5929171242,541.1980800819,522.8852613614,522.3269037597,531.1891745614,517.9208988157,522.2113476735,526.915694165,528.6012500969,540.9352497797,524.7554095943,543.7149068127,531.1781732129,527.6448607544,532.3775854002,546.4179733971,546.7158957725,543.1727510156,529.2508348855,539.874418111,510.0488294159,532.0711965913
ts8,12,monthly,317.5355980074,333.6919278275,331.8526836058,332.5668041154,339.0700315284,317.3698880593,324.3930639046,336.0285262858,321.3333754028,348.7499720295,334.6819743091,344.8475841033,329.6188568171,334.8853206898,324.8461705095,336.5912974709,334.0244541599,337.5259442128,335.3132834833,340.2629654487,328.9160946938,338.5658626436,336.397904029,337.8962095922,335.7971470788,339.023654648,345.7113737719,339.7272968503,336.7083781049,327.7775611908,329.5347377005,333.9647036337,338.9143082812,342.7797261708,335.3545348335,333.2464037087,354.6846852271,339.618961025,357.2366703362,338.7872371717,354.7743349718,354.8151223296,349.8344384065,381.5793763027,370.0482287795,377.3785310031,390.7201764783,392.280020461,413.783213138,428.1383690305,444.102938962,416.8392641857,433.8744867251,444.7580678671,447.3882167435,454.992424867,469.015100204,465.3440400103,466.2806025651,466.5424238779,482.0574090723,484.1726745984,478.1357745444,486.7193111294,471.1134803988,492.9018043974,476.5617710042,491.0804906055,481.0883653341,490.2770603557,478.2999227053,496.4517852652,477.1333338546,482.1219497967,499.3245104309,492.3812923774,503.4784081797,482.3309390657,496.9081470259,488.7642306908,490.3507903682,490.1412845684,484.8590330151,487.7685990526,475.0690997398,501.4397242429,490.0355039611,501.6724092531,493.7195557984,485.0135481385,480.2916808826,484.857562858,483.9761262291,495.9755748349,494.2684560153,493.5650993553,482.9641822445,488.4476276333,485.2919063864,486.921555183,486.6017390344,491.821359654,498.6244038213,498.7570734725,488.4240142049,485.1312039437,478.5853402647,494.2437947759,495.9347485892,503.592807161,488.4032296575,491.5309257754,480.0967991054,489.0032116069,487.3232406886,487.9180596059,486.277895002,503.3599746889,488.0601989317,494.0477052085
ts9,12,monthly,868.8292354964,903.852549252,877.4020240583,876.8491329014,899.3352454804,880.5093242316,864.9085608001,876.4096103373,870.3003305951,867.3764205571,883.2236018358,876.977375584,916.7595403228,870.0301094138,901.5284798941,852.6127145127,892.4504717578,894.1827774646,902.2735488488,876.2922658111,862.2455688387,844.7161935234,886.7540151335,816.8215328943,861.1061449113,868.7488510949,858.7412586353,814.178093178,843.2141569411,813.6429424191,847.1219199234,889.7443572257,851.4677487489,837.2886329109,773.6010078929,830.7216831369,804.0035743096,798.4233989119,828.6945065363,817.1940304168,791.1363027123,779.9777717751,753.9604263629,790.3370927201,762.7237628132,733.6802596999,707.3032128857,758.1526556342,735.0821437763,709.6842273817,744.0082622743,742.7571963832,728.1524073091,723.6757761415,695.9828528219,632.080303574,688.4715069326,687.8652385701,663.686068115,692.0850928167,641.7721295265,640.9709783003,647.5133117504,609.9751411202,649.158329374,626.1466677646,586.4406221199,619.5699875811,553.3863533964,584.1448928876,587.951706762,565.5426324463,602.0167951876,572.6718901149,536.1839289361,573.7776676984,545.8778919904,565.4232401263,541.8070275047,551.6284465587,551.7500862068,521.9698479197,498.2654354679,555.7556124628,519.2901695763,505.0461826875,530.2989269965,496.1603268936,509.4558083176,497.6176448484,442.9448591998,470.1910948367,497.9855530584,524.9557911163,485.8792187786,466.9054077253,475.2713261107,515.1041129012,482.9355624566,467.518106502,498.6610457919,518.6105760927,494.6607120897,488.7110189919,467.6614796888,481.5658101386,491.4955578322,454.4260395423,454.2543473702,478.4379979913,485.6127461939,474.5421668764,445.6256322658,435.5250012078,429.7092522588,494.9724741001,454.8452063284,464.8381284961,443.6152605703,444.5493879152
ts10,12,monthly,15.586208651,16.4191057203,16.0953730903,15.6461865487,15.9540657327,16.655210453,16.0654554376,17.1966886745,15.7305870321,15.7118182656,16.4068491205,16.3138114294,16.1636944,17.0406129564,16.9168024603,17.3212653314,17.1418603612,17.052444811,16.2970420036,16.6722126797,17.1508869587,17.9046466532,16.5229370649,17.7471223552,17.5478655638,16.7077119232,17.3620426409,17.303348911,17.4138193131,17.0788716603,17.6012580909,18.5926107855,18.8650189286,18.9103639224,19.0278936045,17.766248011,18.1965005423,17.8989990165,18.9104814385,18.8562822558,17.6592027925,17.3451156382,19.1493381157,19.6454076322,19.2423061075,19.0992065658,19.4237877489,18.6696997851,18.5631751796,18.8211778246,19.3638899953,18.925068786,20.4332146061,19.9679686841,20.4282893928,20.3233008951,20.7892586856,20.2375776809,20.6173193136,19.7460015649,21.2376742234,20.6776492329,20.5891986691,21.1565550069,21.2972917314,20.3343893101,20.4075847302,20.8944406374,21.8010555528,21.2369398788,21.0423053567,21.5044625586,20.4718556942,20.5337594044,21.2544834926,20.3781845469,19.8795774357,20.4549402361,19.4729340843,18.9024329886,19.776613626,19.2594468585,20.3957381755,18.1072933487,18.1976216029,17.6128150086,17.9783646349,16.7999664283,17.1771736687,16.47302387,17.0546850087,16.4082997205,17.2362848541,15.7788591596,16.0949237299,16.4095959222,15.861831594,15.1841477732,15.8630961509,15.4263375332,14.0454393487,15.2554303476,13.9426839027,13.8990485963,13.4235400803,14.393772678,13.2234934814,12.3294838407,14.0618038876,12.413583503,12.8381805074,12.2857926247,12.8428775594,11.3780714628,11.9199378069,11.9086528045,12.2823883808,10.3367348714,11.3434712673,10.5167788009
