"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1642.27587634238,1839.53177608882,2036.78767583526,2616.24465388532,2937.72492829407,3315.29255096509,3285.09009625308,3466.22019250616,3647.35028875924,4690.91186378001,5026.26529154382,5397.38772108007,6665.12691780728,7234.17799195296,7873.57200068417,8924.46380490199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3376.65516093625,3761.0103169694,4145.36547300255,6942.27003141785,8132.35299450216,9618.79563503144,5471.34790756937,5462.33239405737,5453.30943424347,3884.34494689335,3514.24475394614,3123.49231786918,5992.1941804951,6424.53254343455,6903.56700733145,5068.49145885501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2848.71361011807,3225.35089247245,3601.98817482683,6602.12709027349,7943.29472820698,9668.41931477876,4811.56829797973,4776.86337440679,4742.15845083385,2889.25988813436,2460.33600936387,1984.370036551,3492.61063099275,3574.09007450538,3655.56951801801,3513.33217765922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2127.83402076812,2417.62804153624,2707.42206230436,5150.0432566638,6293.29229250912,7795.60662058792,4048.35343236818,4099.16483453319,4150.61397711121,3675.1757165122,3675.17485981465,3675.17400311709,5547.40785980579,5883.20556637847,6219.00327295114,5479.95993410205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6920.7194861467,7656.54889980665,8392.37831346661,7635.27861594148,8023.27422701971,8439.40022106517,5086.24864284762,4807.35808361758,4543.75972685134,4547.67989024299,4473.3397186331,4397.39062640423,5171.12877669533,5266.93989006764,5362.75100343994,4156.78157859625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2960.08209982046,3347.05419964091,3734.02629946136,3224.84994972291,3342.33989944582,3459.82984916874,3665.38558491336,3794.67470189603,3923.9638188787,3860.2356597762,3908.58717539063,3957.8332092832,4341.78182040805,4435.72251214632,4529.66320388459,3787.70864773532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",3899.62095045039,4324.10190090079,4748.58285135118,4132.3728279328,4267.86390255741,4403.35497718202,4736.86823364797,4977.44939610783,5235.07948941231,4710.60956469341,4711.73695867546,4712.86474934228,5174.52707773732,5259.11415547465,5343.70123321198,4961.72672442023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",654.016078943191,734.548195592531,815.080312241871,1575.53566365595,1877.52384899659,2265.30223505166,2863.54999800924,3559.9327725238,4470.97829999885,5794.43873621979,6569.40344337472,7344.36815052965,9715.13592832442,10476.7718566488,11238.4077849733,6867.19989156962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",3246.64609662042,3673.3209818455,4099.99586707059,7382.8221773142,9106.16693688855,11374.262384523,5211.20134223445,5211.19443064014,5211.18728801353,3994.39562360759,3852.15467547561,3714.97894602299,7449.01312606513,8181.56637497176,8986.16061151015,7319.50972370828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",3575.76948007576,3946.32896015152,4316.88844022728,5433.07303842865,5802.76607685729,6172.45911528593,8605.57810504962,9482.91720722777,10487.0208923453,9773.26813232469,10232.135504061,10722.4240400189,10396.7461850628,10614.1380336558,10831.5298822487,2195.3787826178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2183.92899148023,2402.48798296046,2621.0469744407,2942.78319444515,3187.53944205309,3461.35215831333,2796.5115721822,2836.64701295252,2877.63320275296,4164.45828242436,4421.85730464842,4706.26125866288,6162.6706255228,6559.1412510456,6955.6118765684,5963.27553114547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",982.154343337407,1109.84783054742,1237.54131775744,1982.56416995124,2176.12833990247,2369.6925098537,3244.5307698498,3478.59583790155,3712.6609059533,4401.85100676589,4811.1559690969,5274.64360585547,7415.45993026931,8355.91212037818,9462.91422195098,11045.5380272599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2392.44421191226,2677.27851878309,2962.11282565393,3146.99894271585,3416.57175675915,3719.36268262276,5070.31962393034,5621.07353525424,6257.49271652343,5644.27847983605,5866.8569596721,6089.43543950815,7195.3246619553,7488.84932391059,7782.37398586589,6329.82963522917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",3453.15776510377,3854.07532700913,4254.9928889145,3615.76427796519,3770.28855593038,3924.81283389557,2383.28055838194,2236.07233344146,2097.95672725034,1451.81308777895,1178.86920281176,869.386436093976,4311.9208102953,4501.06039418362,4690.19997807194,4441.66171812455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
