"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",5949.21040058491,5959.83549613068,5970.45109907178,4688.08280396603,4678.58545570656,4669.07844681687,6605.86029165211,6605.87303919307,6605.88578673403,6741.15647266808,6741.78290398871,6742.42370554563,6109.70304729688,6109.72618477605,6109.74932234285,6225.63067984071,6225.68935999725,6225.74902294422,5694.51090462535,5694.64631173087,5694.7817188364,5667.53313600017,5667.56308320548,5667.59282998076,6235.53774338158,6253.18392888426,6270.80480987807,5809.35242814257,5797.12676485371,5784.90110156485,5513.66491006119,5474.90354016673,5436.00431379202,5899.91307772916,5875.27000093361,5850.57505478534,5543.97845172674,5524.16538044504,5504.42311712137,5554.33011279102,5540.55862388851,5526.74147738774,7447.73286265356,7462.78902193891,7477.84518122425,7079.65599378062,7114.1616617273,7148.66732967398,6985.09799788809,7018.49901289232,7051.90002789655,5190.32379497312,5190.42385506711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4313.84727793292,4205.00593832649,4096.16459872005,5858.40328418544,6132.35981878368,6419.12738382969,9780.29869736697,10314.3138654291,10877.4868545909,10709.3824062574,11374.1283741353,12080.1360306005,4453.32869778166,4581.51218722537,4709.69567666908,8807.50324853156,8973.29433384151,9139.08541915146,1622.15537248545,1623.38869117245,1624.60379805374,4397.72219978816,4397.42157630657,4397.12028323895,4573.55557972353,4466.4737513356,4359.39192294767,3630.38327409774,3471.82154468355,3313.25981526937,3728.39619379084,3653.81672964708,3582.73987149086,2469.34174594345,2316.64949457379,2163.95724320414,2021.51715369524,1898.9150004652,1776.31284723517,2118.42191847269,2074.11425239673,2033.17509399432,1826.17996569195,1790.78994304187,1757.4420419502,1795.16112157518,1763.89216865463,1734.16102893251,4208.76463131966,4195.5795185011,4182.5709150144,3687.22634527884,3687.23282547043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",6731.92965768703,6721.56712326392,6711.19612203099,6717.67507578644,6826.91624434111,6937.93386572694,11269.9864659116,11597.0226481744,11933.5488741771,10837.8429217377,11084.2952639787,11336.3519278024,10348.9757139748,10539.5404923329,10728.3917415432,12246.3649644886,12602.9649327998,12973.8884636449,10136.7208283718,10254.3588402351,10375.6692701674,8541.00666092789,8541.18051992816,8541.35438246747,8081.09789222933,8081.15574680867,8081.21360180222,6597.28353405129,6554.9722136669,6512.37773650134,5575.3243569641,5438.15009518603,5299.22145864765,4782.80815957359,4607.76766388302,4429.33265973261,4591.34997993871,4363.12190050239,4128.73509815286,4782.21787577097,4590.33818260722,4398.45848944347,5136.57472129693,5064.18924982566,4992.82384654466,3549.4062952702,3478.74328776125,3410.13908456688,7586.57428461958,7513.8997299425,7441.92135125993,5996.21851609406,5980.21253744119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5133.14162654883,5136.95671926037,5140.77181197191,4990.61674343578,4978.6075654803,4966.6272858279,4976.37548434325,4967.98200757208,4959.60268778173,5014.63408768246,5014.62613586861,5014.61818406737,4940.20413948183,4938.36271337036,4936.52050621469,4909.47856447568,4908.30041872514,4907.12212593288,5053.3644726777,5054.70270503034,5056.04129177377,5087.52885434726,5090.76974907618,5094.00957305841,5139.04500352149,5142.51459554893,5145.98418757636,5129.24373688095,5133.39966242369,5137.55558796643,5192.18924229359,5193.11634210968,5194.0436074656,5198.812438446,5203.04808506444,5207.29301809365,5178.76692145098,5186.34201640098,5193.93369154435,5213.24159282365,5220.08711123254,5226.93262964143,5223.52650495188,5227.84247815765,5232.15845136342,5182.52769603902,5182.5436262965,5182.55955655397,5202.08878624318,5204.09828039769,5206.10855079168,5247.06884312774,5248.90908461351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",4895.20818867195,4889.61416116758,4884.00332418944,5326.36184014094,5326.33186500378,5326.30188986663,5449.70594663692,5449.70401409727,5449.70208155762,5413.16341050152,5414.93894694833,5416.71541927834,5282.4137845624,5284.76048008353,5287.10821811668,5265.41678043458,5267.66156355418,5269.90776108046,5242.05676539868,5242.05373081359,5242.05069625511,4875.9026607715,4875.84595735075,4875.78916663747,4941.09533542504,4940.82272072552,4940.54920943323,4882.8221750498,4877.0320147136,4871.21997368283,4699.11244589508,4685.87351056369,4672.58784445891,4548.49546929364,4527.16600184186,4505.78604573914,4617.70422028662,4604.68064777011,4591.59288285961,4579.49819095879,4558.63746285087,4537.72123176937,4611.60513632914,4600.49743321345,4589.41648457151,4656.1662197121,4647.70420474184,4639.25756845309,4669.53210675127,4664.43207179678,4659.33760706987,4575.93447560407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",5308.62498370008,5311.2011988373,5313.77741397451,5185.26821410525,5195.70105585151,5206.19239890747,5288.31702058962,5310.43350636868,5332.69774368591,5344.14226387345,5366.62443353495,5389.25458525053,5341.00267253885,5359.33695126954,5377.63991729283,5317.05656384415,5331.35128126846,5345.62200356397,5290.91828588097,5296.26540178268,5301.60032186924,5413.27585433579,5422.78309367402,5432.29033301226,5355.20473765875,5359.76799842261,5364.33125918647,5328.64487977703,5331.93466280296,5335.22647686542,5293.95595243309,5295.02835567782,5296.10064744135,5191.39511876715,5190.32313546676,5189.25115216636,5284.18274668793,5281.93356641022,5279.6858357107,5300.56366907798,5298.64326701307,5296.72251249923,5319.8998331139,5317.764791945,5315.62931859809,5315.22970034824,5313.4602528493,5311.69080535035,5301.34784132425,5300.91166920824,5300.47549709223,5427.37505755474,5427.39482435202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",5483.82617582477,5483.82967085221,5483.8331687797,5378.65395074507,5373.5531409277,5368.45716842856,5447.48400262094,5447.44669942203,5447.40942150852,5493.06117287876,5493.07142718566,5493.0816814823,5442.97275245974,5443.02248405313,5443.07226116762,5442.71637300169,5442.7191946812,5442.72201284104,5508.49768150093,5513.40542534391,5518.31972562021,5473.53085027816,5473.53443560484,5473.53802093152,5521.20396870358,5524.90334882887,5528.60272895415,5491.3991523855,5491.4163062575,5491.43347279415,5417.45657777525,5417.46267338989,5417.46876734573,5455.12116013,5453.47902168544,5451.83737756879,5531.54276080015,5530.88527208459,5530.22786151928,5551.31855954631,5551.32651369609,5551.33446797879,5492.25998068759,5492.38477094187,5492.50956119616,5453.50349400332,5453.50612621695,5453.50875843057,5430.91077726833,5430.91406625774,5430.91735524913,5472.63403561916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",5936.8281672988,5937.47604158008,5938.1239865626,5950.54953957005,5950.1789785327,5949.80844057145,6031.6092404859,6031.37142192245,6031.13361273589,5999.1291969352,5999.12681982505,5999.1244431216,6056.19385308045,6056.34200095527,6056.49014695848,6061.77815424411,6064.39735176991,6067.01768100912,6064.9152187019,6068.60688382463,6072.30079603424,6083.09057972328,6087.26314924319,6091.4357187631,5957.80463135433,5959.80528134657,5961.80593133881,5931.90637598887,5931.76191774193,5931.61746301295,5996.07334542638,5996.04978720513,5996.02622898389,6059.00971063705,6057.2936721503,6055.5781196816,5975.76405108382,5973.29410165727,5970.82415223072,5928.59169480801,5925.98910176989,5923.38593120403,5919.22455269258,5916.81652052011,5914.4094679724,5831.64197725192,5828.88016669421,5826.11769546907,5918.82416957933,5916.02493568238,5913.22702564811,6100.93184813664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",5970.27906153706,5971.17771591287,5972.07637028868,5933.61114025075,5930.68728962964,5927.76134296166,6012.54886324023,6012.52937411477,6012.50989524584,6049.72408315392,6050.55913011044,6051.39437824143,5957.40317316735,5957.89237601424,5958.38183925997,5911.07129004371,5912.0531556543,5913.034935604,6074.46304872747,6075.09311625113,6075.72318377478,6106.00302622268,6107.16572598815,6108.32842575362,5991.57828608735,5993.08241873643,5994.5865513855,5950.07802083338,5950.09410764856,5950.11019450724,5933.19474871416,5932.26306581101,5931.33130249903,5916.0775214609,5914.7319382388,5913.38666106309,5774.6135307562,5771.97042775198,5769.32671104163,5789.80474852069,5786.73307768025,5783.66303645638,5847.3904611216,5842.83883144005,5838.29074476335,5874.71539676781,5869.36358307329,5864.01664483365,5880.25597507367,5877.00721201257,5873.76024384976,6059.7203859092,6059.65160191216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
